start_station_code,end_station_code,start_date
7,5,2016-06-15
8,1,2016-06-15
1,3,2016-06-15
3,1,2016-06-15
7,8,2016-06-15
1,2,2016-06-15
2,5,2016-06-15
8,7,2016-06-15
8,3,2016-06-15
4,1,2016-06-15
2,1,2016-06-15
8,7,2016-06-15
8,4,2016-06-15
3,7,2016-06-15
8,4,2016-06-15
6,1,2016-06-15
1,7,2016-06-15
1,6,2016-06-15
4,7,2016-06-15
1,4,2016-06-15
8,6,2016-06-15
6,2,2016-06-15
1,6,2016-06-15
5,1,2016-06-15
5,4,2016-06-15
4,7,2016-06-15
2,5,2016-06-15
4,5,2016-06-15
8,1,2016-06-15
1,4,2016-06-15
4,8,2016-06-15
8,3,2016-06-15
1,5,2016-06-15
5,7,2016-06-15
8,5,2016-06-15
3,7,2016-06-15
7,2,2016-06-15
4,1,2016-06-15
1,7,2016-06-15
7,5,2016-06-15
4,2,2016-06-15
3,7,2016-06-15
5,8,2016-06-15
4,6,2016-06-15
3,4,2016-06-16
1,8,2016-06-16
4,1,2016-06-16
1,5,2016-06-16
2,5,2016-06-16
8,6,2016-06-16
3,2,2016-06-16
2,3,2016-06-16
3,6,2016-06-16
1,4,2016-06-16
2,4,2016-06-16
5,2,2016-06-16
2,8,2016-06-16
1,7,2016-06-16
8,3,2016-06-16
3,2,2016-06-16
4,1,2016-06-16
2,8,2016-06-16
2,6,2016-06-16
1,7,2016-06-16
8,4,2016-06-16
6,3,2016-06-16
2,3,2016-06-16
3,1,2016-06-16
1,5,2016-06-16
3,5,2016-06-16
8,5,2016-06-16
6,2,2016-06-16
6,3,2016-06-16
1,2,2016-06-16
7,4,2016-06-16
7,5,2016-06-16
4,2,2016-06-16
3,4,2016-06-16
7,8,2016-06-16
4,6,2016-06-16
8,5,2016-06-16
7,1,2016-06-16
8,2,2016-06-16
5,8,2016-06-16
5,1,2016-06-16
5,6,2016-06-16
8,4,2016-06-16
6,4,2016-06-16
2,6,2016-06-16
1,4,2016-06-16
1,2,2016-06-16
2,4,2016-06-16
1,8,2016-06-16
4,7,2016-06-16
1,8,2016-06-16
6,4,2016-06-16
1,4,2016-06-16
5,1,2016-06-16
8,2,2016-06-16
7,1,2016-06-16
2,5,2016-06-16
5,6,2016-06-16
4,6,2016-06-16
2,5,2016-06-16
1,8,2016-06-16
6,5,2016-06-16
7,1,2016-06-16
7,3,2016-06-16
6,7,2016-06-16
5,6,2016-06-16
6,7,2016-06-16
4,6,2016-06-16
4,3,2016-06-16
7,5,2016-06-17
1,4,2016-06-17
8,1,2016-06-17
6,2,2016-06-17
6,1,2016-06-17
6,8,2016-06-17
8,4,2016-06-17
3,1,2016-06-17
6,4,2016-06-17
2,4,2016-06-17
6,8,2016-06-17
4,6,2016-06-17
8,2,2016-06-17
8,6,2016-06-17
1,2,2016-06-17
3,6,2016-06-17
8,1,2016-06-17
8,3,2016-06-17
8,1,2016-06-17
4,2,2016-06-17
1,6,2016-06-17
1,8,2016-06-17
8,5,2016-06-17
4,6,2016-06-17
6,4,2016-06-17
1,6,2016-06-17
2,8,2016-06-17
3,7,2016-06-17
8,1,2016-06-17
5,7,2016-06-17
4,5,2016-06-17
6,7,2016-06-17
6,3,2016-06-17
8,3,2016-06-17
5,2,2016-06-17
6,1,2016-06-17
7,5,2016-06-17
2,6,2016-06-17
8,1,2016-06-17
8,2,2016-06-17
4,3,2016-06-17
6,1,2016-06-17
2,4,2016-06-17
6,5,2016-06-17
5,8,2016-06-17
7,8,2016-06-17
3,4,2016-06-17
1,2,2016-06-17
5,8,2016-06-17
2,1,2016-06-17
1,5,2016-06-17
4,3,2016-06-17
7,3,2016-06-17
8,4,2016-06-17
4,8,2016-06-17
1,3,2016-06-18
7,3,2016-06-18
6,7,2016-06-18
2,6,2016-06-18
6,5,2016-06-18
7,1,2016-06-18
3,8,2016-06-18
7,2,2016-06-18
2,4,2016-06-18
8,5,2016-06-18
3,7,2016-06-18
8,3,2016-06-18
7,8,2016-06-18
6,7,2016-06-18
1,6,2016-06-18
4,2,2016-06-18
8,4,2016-06-18
6,8,2016-06-18
8,1,2016-06-18
5,7,2016-06-18
8,7,2016-06-18
4,8,2016-06-18
8,1,2016-06-18
3,8,2016-06-18
7,8,2016-06-18
7,4,2016-06-18
5,2,2016-06-18
5,4,2016-06-18
4,7,2016-06-18
5,2,2016-06-18
1,6,2016-06-18
6,1,2016-06-18
2,5,2016-06-18
5,2,2016-06-18
5,4,2016-06-18
2,6,2016-06-18
6,1,2016-06-18
1,2,2016-06-18
1,7,2016-06-18
2,8,2016-06-18
8,6,2016-06-18
7,3,2016-06-18
6,8,2016-06-18
2,8,2016-06-18
5,6,2016-06-18
1,8,2016-06-18
5,4,2016-06-18
4,5,2016-06-18
3,2,2016-06-18
6,8,2016-06-18
8,1,2016-06-18
8,5,2016-06-18
2,3,2016-06-18
1,8,2016-06-18
1,5,2016-06-18
1,8,2016-06-18
7,4,2016-06-18
3,5,2016-06-18
2,5,2016-06-18
3,4,2016-06-18
5,7,2016-06-18
8,6,2016-06-18
4,8,2016-06-18
1,7,2016-06-18
2,7,2016-06-18
6,3,2016-06-18
1,4,2016-06-18
5,8,2016-06-18
2,3,2016-06-18
6,1,2016-06-18
3,2,2016-06-18
5,3,2016-06-18
6,8,2016-06-18
5,7,2016-06-18
8,6,2016-06-18
1,8,2016-06-18
3,7,2016-06-18
4,7,2016-06-18
5,1,2016-06-18
2,8,2016-06-18
3,2,2016-06-18
3,1,2016-06-18
3,1,2016-06-18
5,6,2016-06-18
2,4,2016-06-18
6,2,2016-06-18
7,6,2016-06-18
5,3,2016-06-18
3,1,2016-06-18
7,1,2016-06-18
5,4,2016-06-18
2,1,2016-06-18
8,1,2016-06-18
2,1,2016-06-18
2,1,2016-06-18
3,6,2016-06-18
7,3,2016-06-18
3,1,2016-06-18
1,8,2016-06-18
6,8,2016-06-18
6,2,2016-06-18
4,7,2016-06-18
4,6,2016-06-19
1,5,2016-06-19
8,5,2016-06-19
2,6,2016-06-19
7,6,2016-06-19
2,7,2016-06-19
3,1,2016-06-19
2,1,2016-06-19
1,8,2016-06-19
1,4,2016-06-19
6,7,2016-06-19
2,8,2016-06-19
8,6,2016-06-19
4,7,2016-06-19
8,3,2016-06-19
2,6,2016-06-19
5,6,2016-06-19
6,4,2016-06-19
2,8,2016-06-19
3,2,2016-06-19
3,8,2016-06-19
8,5,2016-06-19
4,6,2016-06-19
5,1,2016-06-19
1,7,2016-06-19
1,4,2016-06-19
3,2,2016-06-19
4,1,2016-06-19
3,2,2016-06-19
2,7,2016-06-19
6,3,2016-06-19
5,6,2016-06-19
5,1,2016-06-19
6,4,2016-06-19
3,5,2016-06-19
3,5,2016-06-19
7,5,2016-06-19
7,4,2016-06-19
2,8,2016-06-19
7,4,2016-06-19
5,2,2016-06-19
2,5,2016-06-19
3,4,2016-06-19
4,2,2016-06-19
1,6,2016-06-19
4,1,2016-06-19
4,5,2016-06-19
6,4,2016-06-19
3,5,2016-06-19
1,7,2016-06-19
1,3,2016-06-19
6,1,2016-06-19
4,2,2016-06-19
4,3,2016-06-19
8,4,2016-06-19
6,7,2016-06-19
7,6,2016-06-19
5,6,2016-06-19
7,2,2016-06-19
7,4,2016-06-19
6,4,2016-06-19
4,7,2016-06-19
5,1,2016-06-19
5,7,2016-06-19
2,6,2016-06-19
2,4,2016-06-19
3,2,2016-06-19
3,4,2016-06-19
1,3,2016-06-19
7,4,2016-06-19
3,1,2016-06-19
2,3,2016-06-19
2,6,2016-06-19
5,1,2016-06-19
8,2,2016-06-19
3,1,2016-06-19
1,7,2016-06-19
2,7,2016-06-19
3,1,2016-06-19
4,8,2016-06-19
5,8,2016-06-19
6,1,2016-06-19
3,1,2016-06-19
4,7,2016-06-19
4,2,2016-06-19
2,6,2016-06-19
1,4,2016-06-19
7,2,2016-06-19
8,2,2016-06-20
5,3,2016-06-20
6,4,2016-06-20
2,4,2016-06-20
4,5,2016-06-20
2,3,2016-06-20
2,1,2016-06-20
8,4,2016-06-20
7,8,2016-06-20
2,4,2016-06-20
4,2,2016-06-20
6,4,2016-06-20
4,3,2016-06-20
2,6,2016-06-20
6,8,2016-06-20
2,1,2016-06-20
8,4,2016-06-20
6,3,2016-06-20
3,2,2016-06-20
5,7,2016-06-20
2,6,2016-06-20
7,3,2016-06-20
1,5,2016-06-20
5,1,2016-06-20
7,5,2016-06-20
6,3,2016-06-20
2,5,2016-06-20
7,2,2016-06-20
2,7,2016-06-20
8,5,2016-06-20
2,1,2016-06-20
5,3,2016-06-20
6,4,2016-06-20
4,6,2016-06-20
4,5,2016-06-20
8,5,2016-06-20
4,5,2016-06-20
6,1,2016-06-20
3,7,2016-06-20
7,2,2016-06-20
7,4,2016-06-20
3,5,2016-06-20
5,7,2016-06-20
5,8,2016-06-20
1,8,2016-06-20
5,2,2016-06-20
4,1,2016-06-20
4,1,2016-06-20
5,1,2016-06-20
3,6,2016-06-20
7,8,2016-06-20
1,6,2016-06-20
2,5,2016-06-20
6,3,2016-06-20
7,6,2016-06-20
1,2,2016-06-20
2,5,2016-06-20
7,3,2016-06-20
1,4,2016-06-20
1,3,2016-06-21
8,1,2016-06-21
6,5,2016-06-21
1,2,2016-06-21
1,4,2016-06-21
4,3,2016-06-21
1,3,2016-06-21
1,5,2016-06-21
1,8,2016-06-21
6,7,2016-06-21
2,1,2016-06-21
6,3,2016-06-21
3,7,2016-06-21
3,5,2016-06-21
1,6,2016-06-21
6,4,2016-06-21
7,3,2016-06-21
2,5,2016-06-21
4,7,2016-06-21
8,1,2016-06-21
5,6,2016-06-21
4,1,2016-06-21
1,5,2016-06-21
3,2,2016-06-21
8,6,2016-06-21
3,8,2016-06-21
8,2,2016-06-21
3,6,2016-06-21
2,8,2016-06-21
7,1,2016-06-21
2,1,2016-06-21
4,2,2016-06-21
8,1,2016-06-21
5,4,2016-06-21
2,7,2016-06-21
4,3,2016-06-21
6,8,2016-06-21
3,5,2016-06-21
5,1,2016-06-21
8,6,2016-06-21
3,2,2016-06-21
2,4,2016-06-21
1,8,2016-06-21
4,8,2016-06-21
2,3,2016-06-21
7,5,2016-06-21
5,2,2016-06-21
1,4,2016-06-21
3,7,2016-06-21
8,2,2016-06-21
8,1,2016-06-21
7,3,2016-06-21
6,5,2016-06-21
8,2,2016-06-21
6,3,2016-06-21
6,7,2016-06-22
2,5,2016-06-22
6,2,2016-06-22
7,5,2016-06-22
2,4,2016-06-22
3,5,2016-06-22
5,4,2016-06-22
3,1,2016-06-22
2,7,2016-06-22
4,3,2016-06-22
2,7,2016-06-22
2,5,2016-06-22
7,1,2016-06-22
1,8,2016-06-22
1,7,2016-06-22
5,2,2016-06-22
1,2,2016-06-22
2,7,2016-06-22
5,7,2016-06-22
2,1,2016-06-22
4,5,2016-06-22
2,8,2016-06-22
8,7,2016-06-22
7,4,2016-06-22
1,5,2016-06-22
7,1,2016-06-22
2,7,2016-06-22
5,2,2016-06-22
4,6,2016-06-22
7,6,2016-06-22
2,1,2016-06-22
3,1,2016-06-22
4,5,2016-06-22
4,7,2016-06-22
4,3,2016-06-22
8,5,2016-06-22
6,4,2016-06-22
4,8,2016-06-22
4,6,2016-06-22
5,8,2016-06-22
3,6,2016-06-22
6,2,2016-06-22
7,1,2016-06-22
7,5,2016-06-22
8,5,2016-06-22
6,8,2016-06-22
2,7,2016-06-22
8,6,2016-06-22
4,8,2016-06-22
3,5,2016-06-22
6,2,2016-06-22
2,1,2016-06-22
5,7,2016-06-22
6,2,2016-06-22
3,1,2016-06-22
4,6,2016-06-22
2,5,2016-06-22
8,2,2016-06-22
3,1,2016-06-22
2,5,2016-06-22
2,1,2016-06-22
6,7,2016-06-22
6,2,2016-06-22
3,1,2016-06-22
3,6,2016-06-22
7,8,2016-06-22
8,3,2016-06-22
7,4,2016-06-22
6,8,2016-06-22
5,1,2016-06-22
8,6,2016-06-22
3,4,2016-06-23
4,5,2016-06-23
4,8,2016-06-23
3,5,2016-06-23
4,1,2016-06-23
7,3,2016-06-23
7,6,2016-06-23
5,3,2016-06-23
6,3,2016-06-23
1,5,2016-06-23
6,2,2016-06-23
8,6,2016-06-23
3,5,2016-06-23
7,6,2016-06-23
5,2,2016-06-23
2,7,2016-06-23
3,7,2016-06-23
3,1,2016-06-23
5,7,2016-06-23
8,7,2016-06-23
5,3,2016-06-23
7,4,2016-06-23
4,6,2016-06-23
8,2,2016-06-23
3,1,2016-06-23
7,4,2016-06-23
6,8,2016-06-23
6,3,2016-06-23
3,2,2016-06-23
7,6,2016-06-23
3,6,2016-06-23
6,2,2016-06-23
5,4,2016-06-23
8,3,2016-06-23
8,4,2016-06-23
3,1,2016-06-23
8,3,2016-06-23
4,6,2016-06-23
4,5,2016-06-23
5,7,2016-06-23
1,6,2016-06-23
4,6,2016-06-23
1,4,2016-06-23
3,8,2016-06-23
8,3,2016-06-23
4,7,2016-06-23
5,7,2016-06-23
4,6,2016-06-23
4,2,2016-06-23
1,3,2016-06-23
8,3,2016-06-23
3,1,2016-06-23
2,7,2016-06-23
7,4,2016-06-23
1,3,2016-06-23
6,8,2016-06-23
5,3,2016-06-23
7,4,2016-06-23
4,8,2016-06-23
4,6,2016-06-23
3,8,2016-06-23
7,8,2016-06-23
1,6,2016-06-23
1,8,2016-06-24
8,6,2016-06-24
2,8,2016-06-24
8,1,2016-06-24
7,2,2016-06-24
4,3,2016-06-24
8,3,2016-06-24
6,8,2016-06-24
4,5,2016-06-24
2,6,2016-06-24
2,3,2016-06-24
1,8,2016-06-24
5,3,2016-06-24
2,4,2016-06-24
6,2,2016-06-24
5,1,2016-06-24
7,3,2016-06-24
4,8,2016-06-24
5,3,2016-06-24
5,7,2016-06-24
4,1,2016-06-24
4,5,2016-06-24
1,7,2016-06-24
5,4,2016-06-24
3,4,2016-06-24
8,7,2016-06-24
7,5,2016-06-24
8,2,2016-06-24
3,6,2016-06-24
7,5,2016-06-24
6,5,2016-06-24
1,6,2016-06-24
4,6,2016-06-24
3,8,2016-06-24
4,8,2016-06-24
7,2,2016-06-24
5,2,2016-06-24
8,3,2016-06-24
2,7,2016-06-24
7,1,2016-06-24
1,8,2016-06-24
8,1,2016-06-24
2,5,2016-06-24
4,2,2016-06-24
2,6,2016-06-24
1,5,2016-06-24
5,7,2016-06-24
8,6,2016-06-24
8,4,2016-06-24
6,7,2016-06-24
8,2,2016-06-24
8,5,2016-06-24
2,6,2016-06-24
3,5,2016-06-24
8,7,2016-06-24
8,7,2016-06-24
7,3,2016-06-24
1,8,2016-06-24
7,4,2016-06-24
1,4,2016-06-24
1,5,2016-06-24
4,6,2016-06-24
5,1,2016-06-24
7,5,2016-06-24
8,5,2016-06-24
3,5,2016-06-24
2,1,2016-06-24
7,2,2016-06-25
5,2,2016-06-25
1,6,2016-06-25
6,5,2016-06-25
2,4,2016-06-25
1,3,2016-06-25
3,8,2016-06-25
6,2,2016-06-25
6,2,2016-06-25
8,2,2016-06-25
8,2,2016-06-25
1,3,2016-06-25
8,4,2016-06-25
1,7,2016-06-25
4,1,2016-06-25
2,4,2016-06-25
7,5,2016-06-25
7,3,2016-06-25
1,3,2016-06-25
6,4,2016-06-25
5,2,2016-06-25
8,1,2016-06-25
2,6,2016-06-25
5,2,2016-06-25
2,3,2016-06-25
5,4,2016-06-25
8,4,2016-06-25
7,8,2016-06-25
2,5,2016-06-25
1,5,2016-06-25
7,2,2016-06-25
1,2,2016-06-25
5,1,2016-06-25
4,3,2016-06-25
1,6,2016-06-25
8,1,2016-06-25
6,1,2016-06-25
2,6,2016-06-25
1,8,2016-06-25
7,6,2016-06-25
6,3,2016-06-25
2,5,2016-06-25
7,5,2016-06-25
2,4,2016-06-25
5,6,2016-06-25
2,6,2016-06-25
3,1,2016-06-25
5,1,2016-06-25
7,8,2016-06-25
6,1,2016-06-25
6,5,2016-06-25
7,6,2016-06-25
7,1,2016-06-25
3,5,2016-06-25
1,2,2016-06-25
1,5,2016-06-25
4,2,2016-06-25
2,7,2016-06-25
4,2,2016-06-25
2,8,2016-06-25
4,8,2016-06-25
8,2,2016-06-25
5,3,2016-06-25
4,1,2016-06-25
8,3,2016-06-25
5,7,2016-06-25
8,2,2016-06-25
2,5,2016-06-25
1,2,2016-06-25
5,2,2016-06-25
3,8,2016-06-25
6,5,2016-06-25
3,1,2016-06-25
6,1,2016-06-25
8,2,2016-06-25
5,3,2016-06-25
4,8,2016-06-25
5,8,2016-06-25
6,2,2016-06-25
6,1,2016-06-25
1,4,2016-06-25
6,5,2016-06-25
7,2,2016-06-25
4,6,2016-06-25
2,6,2016-06-25
7,4,2016-06-26
1,7,2016-06-26
5,2,2016-06-26
8,5,2016-06-26
4,2,2016-06-26
2,8,2016-06-26
4,1,2016-06-26
8,7,2016-06-26
7,1,2016-06-26
1,3,2016-06-26
6,1,2016-06-26
5,1,2016-06-26
6,3,2016-06-26
1,7,2016-06-26
8,2,2016-06-26
3,5,2016-06-26
6,3,2016-06-26
7,5,2016-06-26
8,7,2016-06-26
6,1,2016-06-26
4,8,2016-06-26
1,2,2016-06-26
7,8,2016-06-26
1,5,2016-06-26
1,6,2016-06-26
2,1,2016-06-26
3,8,2016-06-26
2,1,2016-06-26
2,7,2016-06-26
6,5,2016-06-26
5,4,2016-06-26
8,1,2016-06-26
1,6,2016-06-26
6,5,2016-06-26
5,4,2016-06-26
1,7,2016-06-26
1,2,2016-06-26
3,4,2016-06-26
7,1,2016-06-26
5,6,2016-06-26
8,4,2016-06-26
7,8,2016-06-26
2,1,2016-06-26
5,6,2016-06-26
5,8,2016-06-26
5,2,2016-06-26
1,3,2016-06-26
5,3,2016-06-26
2,6,2016-06-26
6,7,2016-06-26
7,5,2016-06-26
3,2,2016-06-26
6,8,2016-06-26
7,6,2016-06-26
3,5,2016-06-26
6,1,2016-06-26
7,5,2016-06-26
3,5,2016-06-26
1,6,2016-06-26
6,8,2016-06-26
5,7,2016-06-26
5,7,2016-06-26
8,2,2016-06-26
3,8,2016-06-26
1,6,2016-06-26
1,6,2016-06-26
8,6,2016-06-26
1,2,2016-06-26
7,4,2016-06-26
6,2,2016-06-26
5,6,2016-06-26
8,3,2016-06-26
7,5,2016-06-26
8,4,2016-06-26
7,1,2016-06-26
6,3,2016-06-26
8,7,2016-06-26
3,5,2016-06-26
6,4,2016-06-26
5,7,2016-06-26
8,4,2016-06-26
5,1,2016-06-26
6,8,2016-06-26
8,6,2016-06-26
1,2,2016-06-26
8,2,2016-06-26
5,3,2016-06-26
3,8,2016-06-26
4,2,2016-06-26
5,2,2016-06-26
3,5,2016-06-26
3,1,2016-06-26
7,5,2016-06-26
6,7,2016-06-26
3,8,2016-06-26
8,7,2016-06-26
6,1,2016-06-26
3,4,2016-06-26
2,1,2016-06-26
5,1,2016-06-26
4,7,2016-06-26
7,8,2016-06-26
7,1,2016-06-26
1,5,2016-06-26
3,5,2016-06-27
6,8,2016-06-27
1,4,2016-06-27
5,8,2016-06-27
2,5,2016-06-27
1,2,2016-06-27
5,1,2016-06-27
7,4,2016-06-27
4,6,2016-06-27
8,6,2016-06-27
2,6,2016-06-27
2,1,2016-06-27
8,3,2016-06-27
8,7,2016-06-27
1,3,2016-06-27
6,1,2016-06-27
2,4,2016-06-27
1,7,2016-06-27
6,2,2016-06-27
2,8,2016-06-27
4,5,2016-06-27
7,1,2016-06-27
5,2,2016-06-27
8,3,2016-06-27
3,5,2016-06-27
2,6,2016-06-27
6,7,2016-06-27
2,7,2016-06-27
4,8,2016-06-27
1,3,2016-06-27
5,3,2016-06-27
2,3,2016-06-27
7,5,2016-06-27
2,8,2016-06-27
1,6,2016-06-27
6,5,2016-06-27
4,7,2016-06-27
4,3,2016-06-27
8,6,2016-06-27
2,6,2016-06-27
7,4,2016-06-27
8,3,2016-06-27
6,2,2016-06-27
8,3,2016-06-27
4,8,2016-06-27
8,2,2016-06-27
7,2,2016-06-27
3,6,2016-06-27
8,2,2016-06-27
4,8,2016-06-27
1,7,2016-06-27
7,1,2016-06-27
5,8,2016-06-27
7,5,2016-06-28
8,4,2016-06-28
4,7,2016-06-28
6,8,2016-06-28
8,1,2016-06-28
2,5,2016-06-28
5,4,2016-06-28
8,4,2016-06-28
5,8,2016-06-28
8,4,2016-06-28
2,7,2016-06-28
6,7,2016-06-28
5,2,2016-06-28
1,8,2016-06-28
3,7,2016-06-28
7,6,2016-06-28
3,6,2016-06-28
7,5,2016-06-28
4,3,2016-06-28
6,5,2016-06-28
7,4,2016-06-28
6,8,2016-06-28
6,3,2016-06-28
4,7,2016-06-28
3,1,2016-06-28
5,4,2016-06-28
8,4,2016-06-28
4,8,2016-06-28
2,3,2016-06-28
3,5,2016-06-28
7,3,2016-06-28
8,2,2016-06-28
1,2,2016-06-28
1,5,2016-06-28
5,6,2016-06-28
2,4,2016-06-28
6,5,2016-06-28
1,6,2016-06-28
4,3,2016-06-28
2,5,2016-06-28
8,6,2016-06-28
4,1,2016-06-28
1,2,2016-06-28
3,4,2016-06-28
4,6,2016-06-28
3,4,2016-06-28
4,1,2016-06-28
6,2,2016-06-28
6,4,2016-06-28
8,1,2016-06-28
2,1,2016-06-28
5,2,2016-06-28
8,6,2016-06-28
5,4,2016-06-28
6,2,2016-06-29
3,5,2016-06-29
4,8,2016-06-29
8,2,2016-06-29
1,2,2016-06-29
5,7,2016-06-29
2,5,2016-06-29
8,6,2016-06-29
6,2,2016-06-29
5,6,2016-06-29
7,3,2016-06-29
8,2,2016-06-29
3,6,2016-06-29
8,6,2016-06-29
6,8,2016-06-29
6,8,2016-06-29
2,1,2016-06-29
6,5,2016-06-29
6,3,2016-06-29
1,3,2016-06-29
6,3,2016-06-29
7,6,2016-06-29
1,3,2016-06-29
3,7,2016-06-29
2,1,2016-06-29
3,2,2016-06-29
1,5,2016-06-29
2,5,2016-06-29
2,1,2016-06-29
7,6,2016-06-29
8,1,2016-06-29
4,8,2016-06-29
5,1,2016-06-29
7,3,2016-06-29
3,1,2016-06-29
1,7,2016-06-29
7,1,2016-06-29
2,3,2016-06-29
1,4,2016-06-29
4,7,2016-06-29
5,8,2016-06-29
8,5,2016-06-29
3,7,2016-06-29
3,1,2016-06-29
2,8,2016-06-29
6,5,2016-06-29
7,8,2016-06-29
5,6,2016-06-29
3,4,2016-06-29
4,7,2016-06-29
5,7,2016-06-29
4,3,2016-06-29
5,2,2016-06-29
2,6,2016-06-29
6,8,2016-06-29
5,6,2016-06-29
7,6,2016-06-29
3,7,2016-06-29
3,4,2016-06-29
2,8,2016-06-29
2,7,2016-06-29
5,1,2016-06-30
1,8,2016-06-30
1,4,2016-06-30
2,7,2016-06-30
5,7,2016-06-30
8,1,2016-06-30
5,2,2016-06-30
1,7,2016-06-30
6,7,2016-06-30
3,8,2016-06-30
1,3,2016-06-30
5,2,2016-06-30
6,4,2016-06-30
3,8,2016-06-30
5,4,2016-06-30
2,8,2016-06-30
8,5,2016-06-30
2,7,2016-06-30
3,5,2016-06-30
7,5,2016-06-30
3,7,2016-06-30
6,7,2016-06-30
1,5,2016-06-30
8,6,2016-06-30
8,6,2016-06-30
1,2,2016-06-30
8,1,2016-06-30
3,7,2016-06-30
7,2,2016-06-30
1,5,2016-06-30
2,1,2016-06-30
6,4,2016-06-30
8,5,2016-06-30
7,1,2016-06-30
3,6,2016-06-30
2,3,2016-06-30
8,2,2016-06-30
1,2,2016-06-30
3,1,2016-06-30
5,4,2016-06-30
6,2,2016-06-30
7,5,2016-06-30
3,1,2016-06-30
8,7,2016-06-30
3,2,2016-06-30
1,8,2016-06-30
3,5,2016-06-30
7,1,2016-06-30
2,6,2016-06-30
5,3,2016-06-30
5,4,2016-07-01
8,2,2016-07-01
4,2,2016-07-01
2,6,2016-07-01
8,4,2016-07-01
3,6,2016-07-01
2,6,2016-07-01
2,4,2016-07-01
6,2,2016-07-01
2,6,2016-07-01
6,1,2016-07-01
2,3,2016-07-01
6,1,2016-07-01
5,6,2016-07-01
2,8,2016-07-01
4,5,2016-07-01
3,2,2016-07-01
2,4,2016-07-01
4,5,2016-07-01
4,6,2016-07-01
7,2,2016-07-01
5,2,2016-07-01
8,5,2016-07-01
4,1,2016-07-01
4,5,2016-07-01
7,8,2016-07-01
4,5,2016-07-01
6,1,2016-07-01
2,7,2016-07-01
3,2,2016-07-01
4,5,2016-07-01
8,5,2016-07-01
8,1,2016-07-01
7,5,2016-07-01
8,2,2016-07-01
3,4,2016-07-01
6,7,2016-07-01
3,5,2016-07-01
6,1,2016-07-01
3,5,2016-07-01
5,6,2016-07-01
4,7,2016-07-01
1,5,2016-07-01
1,7,2016-07-01
6,7,2016-07-01
3,2,2016-07-01
8,7,2016-07-01
7,8,2016-07-01
3,2,2016-07-01
8,2,2016-07-01
1,8,2016-07-01
8,6,2016-07-01
6,4,2016-07-01
3,5,2016-07-01
5,3,2016-07-01
4,5,2016-07-01
8,7,2016-07-01
6,7,2016-07-01
6,8,2016-07-01
4,7,2016-07-01
1,3,2016-07-01
5,4,2016-07-01
7,3,2016-07-01
7,1,2016-07-01
5,8,2016-07-01
1,4,2016-07-01
3,7,2016-07-01
8,6,2016-07-01
4,6,2016-07-02
8,4,2016-07-02
1,6,2016-07-02
3,4,2016-07-02
4,1,2016-07-02
2,6,2016-07-02
3,1,2016-07-02
1,8,2016-07-02
3,5,2016-07-02
7,3,2016-07-02
3,2,2016-07-02
6,5,2016-07-02
6,8,2016-07-02
1,7,2016-07-02
4,8,2016-07-02
3,4,2016-07-02
3,4,2016-07-02
4,7,2016-07-02
6,7,2016-07-02
2,6,2016-07-02
2,8,2016-07-02
1,8,2016-07-02
3,5,2016-07-02
3,6,2016-07-02
3,2,2016-07-02
8,7,2016-07-02
1,8,2016-07-02
5,4,2016-07-02
4,7,2016-07-02
7,5,2016-07-02
7,8,2016-07-02
7,5,2016-07-02
7,1,2016-07-02
8,5,2016-07-02
4,8,2016-07-02
5,6,2016-07-02
2,8,2016-07-02
8,6,2016-07-02
7,5,2016-07-02
3,2,2016-07-02
8,2,2016-07-02
5,7,2016-07-02
2,3,2016-07-02
1,5,2016-07-02
3,1,2016-07-02
3,2,2016-07-02
2,6,2016-07-02
1,4,2016-07-02
2,4,2016-07-02
8,2,2016-07-02
5,2,2016-07-02
5,3,2016-07-02
8,7,2016-07-02
8,1,2016-07-02
8,7,2016-07-02
5,4,2016-07-02
6,1,2016-07-02
8,1,2016-07-02
4,7,2016-07-02
5,1,2016-07-02
8,1,2016-07-02
1,2,2016-07-02
2,8,2016-07-02
7,3,2016-07-02
7,8,2016-07-02
2,1,2016-07-02
1,6,2016-07-02
3,5,2016-07-02
7,5,2016-07-02
8,4,2016-07-02
4,2,2016-07-02
7,3,2016-07-02
3,8,2016-07-02
2,3,2016-07-02
7,2,2016-07-02
4,7,2016-07-02
5,4,2016-07-02
7,6,2016-07-02
5,4,2016-07-02
5,7,2016-07-02
1,7,2016-07-02
5,6,2016-07-02
7,2,2016-07-02
7,4,2016-07-02
2,4,2016-07-02
1,6,2016-07-02
4,6,2016-07-02
7,6,2016-07-02
2,1,2016-07-02
7,3,2016-07-02
2,4,2016-07-02
4,6,2016-07-02
6,5,2016-07-02
6,1,2016-07-02
5,6,2016-07-02
1,2,2016-07-02
2,6,2016-07-02
1,4,2016-07-02
5,2,2016-07-02
8,3,2016-07-02
4,5,2016-07-02
4,1,2016-07-02
5,4,2016-07-02
3,5,2016-07-03
3,6,2016-07-03
1,8,2016-07-03
1,8,2016-07-03
5,1,2016-07-03
6,1,2016-07-03
8,3,2016-07-03
1,8,2016-07-03
7,4,2016-07-03
1,8,2016-07-03
7,3,2016-07-03
1,2,2016-07-03
5,8,2016-07-03
3,7,2016-07-03
1,6,2016-07-03
7,1,2016-07-03
8,5,2016-07-03
5,6,2016-07-03
6,1,2016-07-03
2,6,2016-07-03
